date,time,capture_filename,post_filename,detection_count,detected_objects,processing_time,image_resolution,detection_method
2025-09-04,00:10:54,detection_20250904_001049_389.jpg,,0,No objects detected,5.081,4056x3040,yolo
2025-09-04,00:12:35,detection_20250904_001230_370.jpg,,0,No objects detected,4.753,4056x3040,yolo
2025-09-04,00:40:14,detection_20250904_004009_695.jpg,,0,No objects detected,4.917,4056x3040,yolo
2025-09-04,17:00:35,raw_20250904_170030_526.jpg,,0,No objects detected,5.128,4056x3040,yolo
